user_id,thing_id,amount,total_sum,labels
288,621,43,11709,0
289,471,36,8638,1
290,604,46,14519,0
291,445,37,8223,1
292,610,53,13701,2
293,603,32,8972,1
294,737,40,11642,0
295,518,43,14651,0
296,402,33,9428,1
297,427,36,7460,1
298,308,28,6636,1
299,621,38,12554,0
300,621,42,12096,0
301,769,64,15973,2
302,393,28,6692,1
303,636,41,11353,0
304,729,55,18763,2
305,647,45,11023,0
306,701,51,10304,0
307,689,36,10744,0
308,517,29,8604,1
309,961,57,16347,2
310,666,43,11274,0
311,373,38,8800,1
312,685,43,11522,0
313,453,31,8651,1
314,391,25,7787,1
315,540,45,11732,0
316,329,30,8300,1
317,431,24,7712,1
318,607,42,11508,0
319,333,29,7848,1
320,666,47,14082,0
321,678,45,13306,0
322,519,47,10929,0
323,670,54,14475,2
324,529,34,9590,1
325,371,17,5042,1
326,594,52,12832,0
327,531,40,9761,0
328,682,43,12121,0
329,630,39,8273,0
330,770,46,10943,0
331,617,46,12620,0
332,811,51,13041,2
333,852,50,13378,2
334,366,27,8876,1
335,557,38,12108,0
336,651,55,11281,0
337,592,43,11048,0
338,525,32,10082,1
339,644,39,14254,0
340,586,35,11783,0
341,428,33,8302,1
342,413,26,8286,1
343,430,28,7925,1
344,879,57,14594,2
345,819,53,11873,2
346,504,46,9694,0
347,676,50,12268,0
348,730,49,12684,2
349,601,49,12125,0
350,379,26,8023,1
351,857,63,17278,2
352,718,62,18084,2
353,459,41,10825,0
354,765,54,16333,2
355,552,31,9339,1
356,552,56,12735,0
357,675,42,14367,0
358,386,30,8264,1
359,518,35,9589,1
360,599,43,9491,0
361,515,33,8138,1
362,659,47,11683,0
363,378,35,9349,1
364,797,49,15913,2
365,809,58,12945,2
366,768,43,10557,0
367,522,33,7901,1
368,791,45,14758,2
369,510,52,12588,0
370,778,43,11785,0
371,543,39,11001,0
372,765,52,14057,2
373,597,38,10005,0
374,658,45,10505,0
375,804,57,15875,2
376,549,36,10920,0
377,427,28,8304,1
378,365,26,5711,1
379,584,34,9542,1
380,557,33,8458,1
381,673,43,12986,0
382,348,26,7608,1
383,613,42,10510,0
384,357,27,6587,1
385,637,52,15222,2
386,600,37,12823,0
387,539,32,9024,1
388,614,37,10960,0
389,831,54,16223,2
390,518,40,10732,0
391,835,57,18139,2
392,555,45,10555,0
393,869,54,15748,2
394,466,45,13013,0
395,560,31,11028,1
396,642,40,11543,0
397,708,44,11868,0
398,603,43,11366,0
399,733,39,11974,0
400,870,56,14571,2
401,705,56,14912,2
402,718,43,13564,0
403,623,45,12436,0
404,623,38,10846,0
405,575,38,9363,0
406,666,50,13630,2
407,835,60,14568,2
408,738,57,16256,2
409,517,29,8223,1
410,536,38,10886,0
411,715,44,13872,0
412,743,41,12288,0
413,631,47,13182,0
414,369,25,7500,1
415,693,47,11016,0
416,581,40,11498,0
417,373,27,8845,1
418,585,44,10322,0
419,680,45,14495,0
420,699,44,12696,0
421,618,43,13093,0
422,542,49,12781,0
423,603,45,11385,0
424,447,42,11845,0
425,691,50,15331,2
426,709,39,11440,0
427,242,24,6990,1
428,461,40,12161,0
429,646,45,13857,0
430,754,52,13697,2
431,737,55,18729,2
432,805,50,13854,2
433,632,29,9274,1
434,725,48,13289,2
435,483,34,9614,1
436,423,34,9939,1
437,489,34,11514,1
438,919,47,13130,2
439,571,41,11882,0
440,633,44,12761,0
441,796,60,18271,2
442,373,29,7676,1
443,546,44,11500,0
444,547,41,9820,0
445,764,50,14292,2
446,814,53,13804,2
447,1013,66,16365,2
448,557,35,8781,1
449,375,21,7646,1
450,428,39,10372,1
451,663,49,14455,2
452,595,41,10304,0
453,435,33,8111,1
454,527,45,13366,0
455,913,56,15143,2
456,562,35,8572,1
457,727,41,12021,0
458,463,34,10035,1
459,632,56,15065,2
460,429,28,7706,1
461,773,53,11909,2
462,875,69,18172,2
463,503,30,9054,1
464,556,44,11510,0
465,614,37,10289,0
466,525,44,9405,0
467,814,52,13726,2
468,508,36,13146,0
469,401,30,8411,1
470,596,41,12179,0
471,354,29,7485,1
472,552,46,14052,0
473,311,22,6739,1
474,405,24,7875,1
475,477,37,11283,0
476,500,32,8782,1
477,459,35,10183,1
478,635,45,11785,0
479,631,44,12676,0
480,594,34,8878,1
481,661,42,13472,0
482,349,27,6439,1
483,810,50,12281,2
484,789,42,10542,0
485,698,50,13557,2
486,648,43,10675,0
487,658,39,14920,0
488,568,44,11423,0
489,616,42,11242,0
490,415,31,12553,1
491,601,39,10728,0
492,526,39,10180,0
493,328,33,8412,1
494,576,47,15320,0
495,673,56,14593,2
496,757,54,14606,2
497,686,41,11440,0
498,605,38,10397,0
499,622,42,12817,0
500,584,50,16669,2
501,691,44,11383,0
502,570,35,11589,0
503,773,49,13302,2
504,485,26,9718,1
505,521,30,8706,1
506,544,31,10608,1
507,675,53,13837,2
508,534,29,8886,1
509,507,40,10372,0
510,657,47,11767,0
511,607,49,13621,0
512,519,24,9980,1
513,657,51,13647,2
514,412,30,6900,1
515,701,52,14072,2
516,854,49,13850,2
517,610,52,12644,0
518,741,46,11960,0
519,749,53,14343,2
520,571,45,12637,0
521,435,44,10671,0
522,557,41,10238,0
523,582,49,12282,0
524,783,47,12961,2
525,691,39,11609,0
526,534,35,11344,0
527,476,25,7877,1
528,403,28,7644,1
529,617,43,14399,0
530,554,36,10601,0
531,950,56,15371,2
532,653,42,14309,0
533,385,33,9225,1
534,645,32,10665,0
535,802,53,13227,2
536,477,31,9859,1
537,662,37,9595,0
538,694,48,14620,2
539,438,26,8419,1
540,586,44,15350,0
541,473,35,10955,1
542,638,48,11115,0
543,483,34,10729,1
544,541,33,10259,1
545,667,46,11914,0
546,684,51,13713,2
547,367,35,9505,1
548,652,43,9460,0
549,699,46,13903,0
550,536,38,8849,1
551,495,33,8423,1
552,674,41,9920,0
553,715,45,11086,0
554,494,39,9047,1
555,708,49,14516,2
556,691,51,12438,0
557,728,45,12191,0
558,571,43,12415,0
559,744,48,12110,0
560,650,37,10558,0
561,552,40,9155,0
562,484,28,9353,1
563,684,47,12413,0
564,627,40,12417,0
565,571,39,11951,0
566,479,35,8156,1
567,413,29,6981,1
568,343,22,5952,1
569,445,27,7205,1
570,749,56,18691,2
571,305,25,7653,1
572,494,36,11645,0
573,718,41,14203,0
574,640,45,14544,0
575,647,37,12376,0
576,627,41,10640,0
577,580,34,8731,1
578,421,33,10026,1
579,663,40,12029,0
580,549,43,13123,0
581,576,43,10718,0
582,531,38,11464,0
583,439,28,10410,1
584,507,32,7434,1
585,575,44,12858,0
586,677,46,11309,0
587,746,51,11820,2
588,298,24,6630,1
589,586,37,11182,0
590,801,55,13775,2
591,478,36,11537,0
592,610,42,12496,0
593,494,46,10796,0
594,313,25,5297,1
595,716,38,12600,0
596,781,58,11959,2
597,449,36,9442,1
598,682,47,13364,0
599,708,48,12075,0
600,366,38,11368,1
601,647,43,11053,0
602,560,39,12029,0
603,504,36,10529,1
604,478,43,10995,0
605,255,18,6600,1
606,251,27,6526,1
607,569,51,10952,0
608,623,41,11209,0
609,578,35,11656,0
610,449,37,11164,1
611,684,53,15778,2
612,514,37,11648,0
613,485,46,10976,0
614,423,33,7917,1
615,879,62,14616,2
616,544,39,8228,1
617,535,49,15438,0
618,373,41,8308,1
619,427,36,9056,1
620,564,42,11281,0
621,490,41,10863,0
622,576,45,13382,0
623,572,44,11315,0
624,730,41,12117,0
625,562,38,10695,0
626,376,25,5820,1
627,671,42,11712,0
628,508,43,11814,0
629,375,29,8929,1
630,577,45,13586,0
631,735,40,10092,0
632,791,51,13145,2
633,287,29,7686,1
634,672,57,13111,2
635,508,36,9058,1
636,472,48,13249,0
637,877,46,15482,2
638,527,26,8579,1
639,687,44,10064,0
640,476,27,7794,1
641,1078,68,17594,2
642,736,43,13377,0
643,748,53,15053,2
644,946,69,17532,2
645,511,36,10902,0
646,522,27,8706,1
647,634,51,13187,0
648,856,64,16480,2
649,745,46,13131,2
650,595,57,13651,2
651,451,37,8480,1
652,473,28,8646,1
653,732,52,12213,2
654,404,29,8850,1
655,745,45,15752,2
656,614,45,12324,0
657,641,40,11935,0
658,697,48,12344,0
659,680,58,15056,2
660,582,35,8910,1
661,560,27,10184,1
662,770,42,11481,0
663,402,21,7244,1
664,805,45,13249,2
665,548,40,12777,0
666,672,47,12527,0
667,566,39,9226,0
668,475,40,9717,1
669,496,45,12127,0
670,567,36,12115,0
671,492,45,12442,0
672,531,29,7494,1
673,451,43,11774,0
674,648,38,13202,0
675,473,36,9896,1
676,645,48,12563,0
677,450,31,6530,1
678,881,58,15444,2
679,872,60,17198,2
680,501,41,8169,1
681,654,38,11787,0
682,500,41,8779,1
683,650,44,9845,0
684,722,47,10685,0
685,792,60,11727,2
686,457,41,10591,0
687,628,39,12424,0
688,664,45,12913,0
689,570,46,11328,0
690,619,39,12785,0
691,604,51,15297,2
692,489,32,9619,1
693,439,31,9560,1
694,911,48,14761,2
695,1014,48,16034,2
696,801,52,11884,2
697,645,47,13914,0
698,609,35,11838,0
699,822,52,15286,2
700,775,45,12669,0
701,741,33,11809,0
702,729,57,18115,2
703,746,44,14822,2
704,666,47,14075,0
705,655,55,15564,2
706,466,36,8720,1
707,287,18,5153,1
708,744,54,13318,2
709,828,51,13807,2
710,489,40,12163,0
711,530,47,12833,0
712,606,53,11224,0
713,528,35,8843,1
714,478,39,9608,1
715,537,39,12618,0
716,296,26,8594,1
717,611,34,9184,1
718,646,51,15464,2
719,653,42,10312,0
720,779,47,13637,2
721,290,29,7370,1
722,734,52,12663,2
723,766,49,12994,2
724,652,38,10413,0
725,659,50,11182,0
726,695,53,12857,2
727,582,41,12205,0
728,747,49,13511,2
729,487,47,13064,0
730,452,37,7431,1
731,699,44,10186,0
732,583,48,11580,0
733,631,31,8805,1
734,715,50,14768,2
735,839,47,12472,2
736,368,24,5663,1
737,760,47,12548,2
738,496,37,11322,0
739,449,32,10520,1
740,607,35,12738,0
741,596,49,14405,0
742,529,29,6505,1
743,842,54,16314,2
744,576,42,11004,0
745,697,52,12103,0
746,595,44,10855,0
747,677,43,15238,2
748,536,37,10823,0
749,916,54,14892,2
750,792,56,15006,2
751,728,55,14359,2
752,491,36,11190,0
753,818,63,19538,2
754,696,47,12457,0
755,478,31,8098,1
756,421,31,7753,1
757,619,38,9946,0
758,470,42,8870,1
759,623,42,14957,0
760,688,46,13533,0
761,520,33,12806,0
762,486,38,9221,1
763,541,43,12105,0
764,678,53,16351,2
765,519,49,12383,0
766,467,39,10685,0
767,543,42,10418,0
768,713,42,10877,0
769,581,41,12030,0
770,695,53,11230,0
771,584,40,11597,0
772,408,34,8992,1
773,753,53,15341,2
774,512,39,10100,0
775,614,40,11080,0
776,804,46,12383,2
777,344,29,5877,1
778,411,37,9981,1
779,368,29,5849,1
780,620,36,11545,0
781,844,58,14177,2
782,497,26,6304,1
783,495,32,9388,1
784,730,45,13074,0
785,558,33,7320,1
786,879,52,14509,2
787,590,41,11211,0
788,697,51,12971,2
789,615,33,7024,1
790,685,51,10471,0
791,609,35,8419,1
792,630,46,12078,0
793,565,35,11350,0
794,551,51,12165,0
795,515,40,11105,0
796,745,55,13041,2
797,739,50,12878,2
798,664,56,11526,0
799,686,48,12160,0
800,229,20,4225,1
801,378,30,7365,1
802,499,32,9698,1
803,924,66,14125,2
804,615,37,8883,0
805,630,41,8899,0
806,489,46,10080,0
807,300,22,8660,1
808,829,44,14126,2
809,556,41,11749,0
810,488,31,9868,1
811,403,31,9451,1
812,653,31,8340,1
813,780,52,14849,2
814,444,22,4994,1
815,963,62,14496,2
816,486,41,10551,0
817,414,35,10731,1
818,549,39,12772,0
819,423,30,8287,1
820,479,42,11748,0
821,438,28,8031,1
822,776,69,17021,2
823,721,57,13982,2
824,385,32,7913,1
825,535,31,8976,1
826,325,23,6544,1
827,428,23,8023,1
828,832,59,15391,2
829,696,51,14477,2
830,463,36,8904,1
831,736,46,10431,0
832,705,47,10695,0
833,542,36,10188,0
834,598,38,11573,0
835,734,49,15251,2
836,810,51,13537,2
837,450,25,5837,1
838,520,39,8984,1
839,408,23,7415,1
840,642,41,12800,0
841,546,47,9330,0
842,767,55,13936,2
843,952,50,14684,2
844,554,40,11362,0
845,445,32,8236,1
846,800,37,13087,0
847,570,35,6265,1
848,413,25,8792,1
849,652,37,8667,0
850,725,35,8990,0
851,773,56,15628,2
852,534,39,12859,0
853,665,43,13001,0
854,624,38,10084,0
855,657,41,11531,0
856,565,31,10879,1
857,348,35,10818,1
858,749,58,16091,2
859,522,31,9268,1
860,496,38,10763,0
861,626,36,11480,0
862,456,28,6330,1
863,833,47,11700,2
864,772,49,12795,2
865,360,16,4163,1
866,640,45,12677,0
867,610,32,9835,1
868,587,35,9746,0
869,544,35,9875,1
870,597,39,11716,0
871,416,31,10250,1
872,539,20,6330,1
873,799,50,15591,2
874,575,43,10396,0
875,368,22,7244,1
876,778,50,15359,2
877,782,53,15537,2
878,890,53,14341,2
879,535,34,9837,1
880,498,34,10515,1
881,559,43,12238,0
882,481,31,11000,1
883,356,25,8993,1
884,536,36,9067,1
885,414,35,5780,1
886,1199,70,18032,2
887,686,53,14763,2
888,646,43,11993,0
889,706,44,9814,0
890,687,42,11308,0
891,380,32,8465,1
892,530,37,7963,1
893,590,45,12227,0
894,978,55,15766,2
895,632,39,12247,0
896,558,37,12517,0
897,271,14,3575,1
898,460,38,8950,1
899,591,44,12112,0
900,425,34,6597,1
901,430,27,7729,1
902,516,31,12567,0
903,871,53,15948,2
904,593,39,11567,0
905,798,44,12897,2
906,500,44,12020,0
907,863,51,13813,2
908,672,45,10927,0
909,673,45,13748,0
910,506,42,11328,0
911,676,42,11273,0
912,554,36,10029,0
913,457,30,7734,1
914,754,53,16591,2
915,706,35,9905,0
916,502,32,8364,1
917,583,40,9830,0
918,959,63,16254,2
919,667,49,13571,0
920,443,31,8928,1
921,522,33,9849,1
922,599,37,10017,0
923,504,43,10339,0
924,731,49,13279,2
925,796,44,13833,2
926,808,52,13688,2
927,518,35,11786,0
928,346,26,6632,1
929,856,57,13233,2
930,728,53,12265,2
931,636,44,14478,0
932,321,35,8367,1
933,877,58,12373,2
934,730,47,13968,2
935,459,35,10614,1
936,497,37,9766,1
937,615,44,13363,0
938,732,52,11332,0
939,791,48,10910,0
940,397,27,8124,1
941,877,55,14692,2
942,677,43,10465,0
943,719,45,12363,0
944,622,54,13644,2
945,713,40,11982,0
946,635,46,13969,0
947,627,51,13714,0
948,327,31,7924,1
949,352,24,7520,1
950,549,57,11020,0
951,635,34,8774,1
952,583,44,12133,0
953,520,44,9001,0
954,700,41,9797,0
955,635,32,8775,1
956,517,39,9090,1
957,708,47,10149,0
958,758,61,16778,2
959,775,50,16685,2
960,589,42,10787,0
961,436,47,12220,0
962,790,47,13788,2
963,600,47,12880,0
964,571,43,14631,0
965,566,45,10957,0
966,746,46,14253,2
967,550,43,11228,0
968,602,44,11046,0
969,618,45,10822,0
970,522,42,11098,0
971,347,31,6520,1
972,531,46,12359,0
973,695,44,11468,0
974,473,37,9162,1
975,657,37,10213,0
976,481,30,6706,1
977,647,44,13665,0
978,704,48,12798,0
979,741,52,11333,0
980,769,44,15122,2
981,436,38,10184,1
982,548,39,12545,0
983,739,48,14086,2
984,454,30,8293,1
985,441,38,10356,1
986,727,41,10004,0
987,578,38,9958,0
988,616,45,11150,0
989,698,47,12619,0
990,345,25,8279,1
991,440,27,7023,1
992,482,36,10422,1
993,654,47,11742,0
994,662,49,14379,2
995,311,27,7259,1
996,481,37,8309,1
997,1015,67,16424,2
998,430,25,6441,1
999,257,31,6476,1
1000,775,47,13856,2
1001,747,51,14444,2
1002,483,30,8790,1
1003,579,39,9174,0
1004,706,40,15548,2
1005,782,52,14317,2
1006,587,48,13146,0
1007,1112,76,19516,2
1008,786,52,16401,2
1009,518,43,10868,0
1010,391,39,9666,1
1011,682,53,11993,0
1012,700,39,10298,0
1013,730,48,12759,0
1014,734,45,11245,0
1015,727,55,13696,2
1016,641,41,11582,0
1017,691,40,10615,0
1018,657,52,13737,2
1019,628,43,12791,0
1020,636,33,9257,0
1021,520,35,11482,0
1022,520,36,10881,0
1023,420,31,6034,1
1024,555,47,12738,0
1025,862,49,15935,2
1026,634,36,13252,0
1027,665,41,10482,0
1028,592,35,10146,0
1029,704,46,13991,2
1030,807,50,15362,2
1031,496,42,10428,0
1032,585,41,13811,0
1033,521,36,12914,0
1034,718,46,12151,0
1035,411,30,7738,1
1036,501,41,10713,0
1037,354,25,7771,1
1038,935,65,18144,2
1039,461,39,12051,0
1040,416,22,6486,1
1041,461,38,8959,1
1042,399,29,9138,1
1043,460,32,7874,1
1044,545,31,8332,1
1045,398,30,7682,1
1046,398,38,11760,1
1047,567,36,9810,0
1048,597,42,13733,0
1049,765,48,13453,2
1050,595,47,13069,0
1051,924,52,15625,2
1052,609,37,12609,0
1053,886,58,14600,2
1054,379,42,10546,1
1055,680,40,12665,0
1056,454,36,8967,1
1057,630,48,12694,0
1058,432,40,8944,1
1059,358,20,7901,1
1060,728,47,11009,0
1061,640,52,13656,2
1062,514,34,9408,1
1063,597,47,11309,0
1064,674,49,13764,2
1065,505,29,8604,1
1066,567,35,12558,0
1067,601,39,13105,0
1068,716,46,12142,0
1069,610,45,12042,0
1070,457,43,12830,0
1071,1098,69,17175,2
1072,617,43,11757,0
1073,791,45,10193,0
1074,661,48,10742,0
1075,788,45,12777,2
1076,681,47,11432,0
1077,825,50,15222,2
1078,387,30,7756,1
1079,954,54,15482,2
1080,601,38,12308,0
1081,389,36,9610,1
1082,743,51,14972,2
1083,658,53,13455,2
1084,377,23,6603,1
1085,642,45,11547,0
1086,713,54,12089,2
1087,438,24,8504,1
1088,557,38,10406,0
1089,440,26,7183,1
1090,618,46,9816,0
1091,759,43,12088,0
1092,469,32,10659,1
1093,265,17,6426,1
1094,525,32,8990,1
1095,658,55,13005,2
1096,466,39,10485,1
1097,603,36,12107,0
1098,446,35,6470,1
1099,583,39,11060,0
1100,815,57,14845,2
1101,483,33,8567,1
1102,608,40,11906,0
1103,511,43,10713,0
1104,705,48,12845,0
1105,685,36,11170,0
1106,503,47,11979,0
1107,788,69,18686,2
1108,332,19,6216,1
1109,411,28,8491,1
1110,902,50,14423,2
1111,628,52,12762,0
1112,533,40,11464,0
1113,727,45,14540,2
1114,361,28,6645,1
1115,714,47,14591,2
1116,751,47,13709,2
1117,401,26,10303,1
1118,797,49,15861,2
1119,656,50,11143,0
1120,756,56,18914,2
1121,387,27,8629,1
1122,780,47,12667,2
1123,640,38,10349,0
1124,493,32,10461,1
1125,710,61,16120,2
1126,466,34,7794,1
1127,866,52,12836,2
1128,746,50,15235,2
1129,674,46,16856,2
1130,450,27,8381,1
1131,411,28,8974,1
1132,941,56,18271,2
1133,582,45,11535,0
1134,536,40,10938,0
1135,435,27,8134,1
1136,569,43,10868,0
1137,603,27,9663,1
1138,585,43,10631,0
1139,849,53,13134,2
1140,543,51,13249,0
1141,612,40,8990,0
1142,773,48,9955,0
1143,911,52,14213,2
1144,497,37,10563,1
1145,700,40,10230,0
1146,387,33,8541,1
1147,852,55,15570,2
1148,885,49,17292,2
1149,579,37,11188,0
1150,597,36,9655,0
1151,505,32,9275,1
1152,412,45,10891,0
1153,496,42,12682,0
1154,554,47,11813,0
1155,480,41,8172,1
1156,901,55,14724,2
1157,936,58,18984,2
1158,763,45,11532,0
1159,393,28,8404,1
1160,466,33,6142,1
1161,633,42,12636,0
1162,828,46,14229,2
1163,774,53,15332,2
1164,465,33,7080,1
1165,641,49,10996,0
1166,539,39,12243,0
1167,1074,53,13870,2
1168,645,49,11599,0
1169,429,30,7848,1
1170,513,45,10487,0
1171,817,51,13149,2
1172,651,40,10779,0
1173,453,39,8598,1
1174,515,41,10327,0
1175,599,42,10380,0
1176,699,46,11480,0
1177,570,37,10654,0
1178,748,40,10070,0
1179,708,56,14631,2
1180,424,31,8461,1
1181,361,25,7277,1
1182,639,34,11939,0
1183,392,26,8737,1
1184,774,58,14606,2
1185,589,41,12743,0
1186,580,49,12010,0
1187,642,34,10436,0
1188,573,32,10124,1
1189,413,22,7475,1
1190,754,46,10605,0
1191,576,38,8950,0
1192,509,38,10865,0
1193,446,25,7759,1
1194,601,56,15301,2
1195,582,34,8890,1
1196,684,40,11239,0
1197,651,42,12116,0
1198,289,29,6510,1
1199,566,42,10249,0
1200,641,56,12337,2
1201,687,49,12515,0
1202,557,40,10216,0
1203,390,28,6541,1
1204,641,48,16425,2
1205,579,40,11687,0
1206,418,24,7664,1
1207,481,30,9619,1
1208,302,20,5781,1
1209,607,39,11460,0
1210,933,58,16354,2
1211,620,40,12060,0
1212,569,29,7718,1
1213,526,39,9123,1
1214,715,46,12058,0
1215,438,31,8867,1
1216,648,42,11374,0
1217,674,39,12132,0
1218,752,47,13839,2
1219,725,51,13685,2
1220,747,54,12966,2
1221,475,43,11706,0
1222,689,48,11050,0
1223,768,44,10722,0
1224,769,42,14252,2
1225,532,32,10515,1
1226,387,27,8138,1
1227,751,47,13706,2
1228,637,41,10730,0
1229,645,39,15719,0
1230,606,43,14096,0
1231,696,47,12202,0
1232,926,56,13898,2
1233,688,45,12262,0
1234,806,48,13455,2
1235,513,37,9593,1
1236,777,55,16779,2
1237,796,62,14701,2
1238,847,51,15228,2
1239,569,38,9262,0
1240,528,34,11764,0
1241,771,37,15050,0
1242,568,45,12711,0
1243,753,59,12753,2
1244,711,40,10915,0
1245,568,35,10553,0
